PlayKey,time,event,x,y,dir,dis,o,s
43540-3-17,3.4,,34.64,22.86,26.1,0.05,262.3,0.12
43540-3-17,3.5,,34.71,22.87,22.59,0.06,259.97,0.15
43540-3-17,3.6,,34.73,22.89,19.21,0.03,257.91,0.18
43540-3-17,3.7,,34.74,22.9,25.3,0.01,256.0,0.21
43540-3-17,3.8,,34.75,22.91,29.65,0.02,254.17,0.24
43540-3-17,3.9,,34.77,22.93,31.5,0.03,252.26,0.27
43540-3-17,4.0,,34.78,22.95,29.88,0.03,250.12,0.3
43540-3-17,4.1,,34.8,22.98,29.12,0.03,247.24,0.33
43540-3-17,4.2,,34.83,23.01,27.6,0.04,243.41,0.35
43540-3-17,4.3,,34.85,23.05,22.32,0.05,238.76,0.36
43540-3-17,4.4,,34.87,23.11,17.37,0.06,233.32,0.36
43540-3-17,4.5,,34.88,23.16,14.73,0.05,227.23,0.36
43540-3-17,4.6,,34.87,23.2,15.28,0.04,220.42,0.35
43540-3-17,4.7,,34.86,23.25,15.51,0.05,213.02,0.34
43540-3-17,4.8,,34.86,23.31,15.46,0.06,204.95,0.32
43540-3-17,4.9,,34.86,23.36,15.46,0.05,196.51,0.3
43540-3-17,5.0,,34.87,23.4,14.47,0.04,187.93,0.27
43540-3-17,5.1,,34.88,23.41,12.6,0.02,179.54,0.24
43540-3-17,5.2,,34.89,23.45,10.6,0.04,171.8,0.2
43540-3-17,5.3,huddle_break_offense,34.9,23.49,9.6,0.04,165.05,0.16
43540-3-17,5.4,,34.9,23.51,11.07,0.02,159.34,0.12
43540-3-17,5.5,,34.9,23.5,18.84,0.01,154.61,0.08
43540-3-17,5.6,,34.91,23.49,36.11,0.02,150.76,0.05
43540-3-17,5.7,,34.92,23.48,89.13,0.01,147.54,0.03
43540-3-17,5.8,,34.92,23.46,150.05,0.01,144.85,0.04
43540-3-17,5.9,,34.92,23.45,163.65,0.02,142.49,0.05
43540-3-17,6.0,,34.92,23.43,173.66,0.02,140.58,0.06
43540-3-17,6.1,,34.92,23.41,180.21,0.02,139.21,0.08
43540-3-17,6.2,,34.92,23.39,183.98,0.02,138.39,0.1
43540-3-17,6.3,,34.92,23.36,183.25,0.02,137.97,0.11
43540-3-17,6.4,,34.91,23.34,185.22,0.02,137.78,0.11
43540-3-17,6.5,,34.91,23.32,187.72,0.02,137.68,0.1
43540-3-17,6.6,,34.9,23.31,190.66,0.01,137.63,0.1
43540-3-17,6.7,,34.9,23.31,192.84,0.0,137.65,0.09
43540-3-17,6.8,,34.89,23.31,193.97,0.0,137.78,0.08
43540-3-17,6.9,,34.89,23.31,195.53,0.0,138.01,0.07
43540-3-17,7.0,,34.89,23.31,198.38,0.0,138.4,0.05
43540-3-17,7.1,,34.89,23.3,201.84,0.0,138.97,0.04
43540-3-17,7.2,,34.89,23.3,211.32,0.0,139.66,0.03
43540-3-17,7.3,,34.89,23.3,233.83,0.0,140.38,0.02
43540-3-17,7.4,,34.89,23.3,301.92,0.0,141.08,0.01
43540-3-17,7.5,,34.89,23.31,348.95,0.0,141.76,0.01
43540-3-17,7.6,,34.89,23.31,359.63,0.0,142.46,0.02
43540-3-17,7.7,,34.89,23.31,4.88,0.0,143.2,0.02
43540-3-17,7.8,,34.89,23.31,9.11,0.0,143.96,0.02
43540-3-17,7.9,,34.89,23.32,12.56,0.0,144.74,0.02
43540-3-17,8.0,,34.89,23.32,13.65,0.0,145.51,0.03
43540-3-17,8.1,,34.89,23.32,13.07,0.0,146.26,0.03
43540-3-17,8.2,,34.89,23.33,11.75,0.0,146.98,0.03
43540-3-17,8.3,,34.89,23.33,9.76,0.0,147.67,0.03
43540-3-17,8.4,,34.89,23.33,7.23,0.01,148.34,0.03
43540-3-17,8.5,,34.9,23.34,3.85,0.0,148.99,0.03
43540-3-17,8.6,,34.9,23.34,359.51,0.0,149.61,0.03
43540-3-17,8.7,,34.9,23.35,354.72,0.0,150.2,0.03
43540-3-17,8.8,,34.9,23.35,349.46,0.0,150.77,0.03
43540-3-17,8.9,,34.9,23.35,343.65,0.0,151.31,0.03
43540-3-17,9.0,,34.9,23.36,337.53,0.0,151.81,0.03
43540-3-17,9.1,,34.9,23.36,331.39,0.0,152.26,0.04
43540-3-17,9.2,,34.9,23.36,325.52,0.0,152.67,0.04
43540-3-17,9.3,,34.89,23.36,319.58,0.0,153.02,0.04
43540-3-17,9.4,,34.89,23.37,314.19,0.0,153.31,0.04
43540-3-17,9.5,,34.89,23.37,309.49,0.0,153.55,0.04
43540-3-17,9.6,,34.88,23.37,305.4,0.0,153.72,0.04
43540-3-17,9.7,,34.88,23.37,301.73,0.01,153.83,0.04
43540-3-17,9.8,line_set,34.87,23.38,298.4,0.01,153.88,0.05
43540-3-17,9.9,,34.87,23.38,295.76,0.01,153.88,0.05
43540-3-17,10.0,,34.86,23.38,293.69,0.01,153.82,0.05
43540-3-17,10.1,,34.86,23.38,291.77,0.01,153.7,0.05
43540-3-17,10.2,,34.85,23.39,290.1,0.01,153.55,0.05
43540-3-17,10.3,,34.85,23.39,288.82,0.01,153.36,0.05
43540-3-17,10.4,,34.84,23.39,287.67,0.01,153.16,0.05
43540-3-17,10.5,,34.83,23.39,286.91,0.01,152.94,0.05
43540-3-17,10.6,,34.83,23.39,286.57,0.0,152.71,0.04
43540-3-17,10.7,,34.83,23.39,286.5,0.0,152.48,0.04
43540-3-17,10.8,,34.82,23.39,286.87,0.0,152.26,0.04
43540-3-17,10.9,,34.82,23.39,287.82,0.0,152.06,0.04
43540-3-17,11.0,,34.82,23.39,289.02,0.0,151.88,0.04
43540-3-17,11.1,,34.81,23.39,290.56,0.0,151.73,0.04
43540-3-17,11.2,,34.81,23.39,292.21,0.0,151.62,0.04
43540-3-17,11.3,,34.81,23.39,294.32,0.0,151.55,0.04
43540-3-17,11.4,,34.8,23.4,296.57,0.0,151.51,0.04
43540-3-17,11.5,,34.8,23.4,299.11,0.0,151.52,0.04
43540-3-17,11.6,,34.8,23.4,302.0,0.0,151.55,0.05
43540-3-17,11.7,,34.79,23.4,305.1,0.0,151.61,0.07
43540-3-17,11.8,,34.79,23.4,307.87,0.0,151.7,0.12
43540-3-17,11.9,,34.79,23.41,307.05,0.01,151.82,0.16
43540-3-17,12.0,,34.78,23.41,307.24,0.01,151.95,0.19
43540-3-17,12.1,,34.78,23.42,308.1,0.01,152.12,0.19
43540-3-17,12.2,,34.77,23.42,308.57,0.01,152.32,0.17
43540-3-17,12.3,,34.77,23.42,308.03,0.01,152.49,0.14
43540-3-17,12.4,,34.76,23.43,306.53,0.01,152.57,0.11
43540-3-17,12.5,,34.75,23.44,308.18,0.01,152.77,0.08
43540-3-17,12.6,,34.73,23.46,318.15,0.03,153.2,0.06
43540-3-17,12.7,,34.65,23.52,342.62,0.1,153.93,0.04
43540-3-17,12.8,,34.58,23.57,17.52,0.08,154.95,0.04
43540-3-17,12.9,,34.53,23.6,44.39,0.06,156.46,0.05
43540-3-17,13.0,,34.54,23.61,55.24,0.0,158.56,0.07
43540-3-17,13.1,,34.56,23.59,58.43,0.03,161.2,0.08
43540-3-17,13.2,,34.6,23.55,57.62,0.05,164.22,0.1
43540-3-17,13.3,,34.64,23.52,55.76,0.06,167.66,0.1
43540-3-17,13.4,,34.68,23.49,54.59,0.05,171.56,0.11
43540-3-17,13.5,,34.73,23.48,59.54,0.04,176.01,0.12
43540-3-17,13.6,,34.77,23.47,76.64,0.04,180.86,0.15
43540-3-17,13.7,,34.81,23.48,85.0,0.04,185.8,0.19
43540-3-17,13.8,,34.85,23.48,90.21,0.04,190.59,0.21
43540-3-17,13.9,,34.88,23.48,90.82,0.03,195.09,0.21
43540-3-17,14.0,,34.9,23.5,87.85,0.03,199.29,0.19
43540-3-17,14.1,,34.91,23.52,81.1,0.02,202.94,0.17
43540-3-17,14.2,,34.91,23.53,71.6,0.02,205.88,0.15
43540-3-17,14.3,,34.91,23.55,62.11,0.02,208.17,0.12
43540-3-17,14.4,,34.91,23.57,53.07,0.02,209.95,0.1
43540-3-17,14.5,,34.92,23.59,41.1,0.02,211.17,0.08
43540-3-17,14.6,,34.92,23.6,21.79,0.01,211.77,0.05
43540-3-17,14.7,,34.92,23.6,338.04,0.0,211.72,0.04
43540-3-17,14.8,,34.91,23.6,295.77,0.01,211.18,0.05
43540-3-17,14.9,,34.91,23.6,267.31,0.01,210.24,0.07
43540-3-17,15.0,,34.9,23.6,256.52,0.01,208.93,0.09
43540-3-17,15.1,,34.89,23.6,251.69,0.01,207.22,0.11
43540-3-17,15.2,,34.88,23.59,245.93,0.01,205.08,0.12
43540-3-17,15.3,,34.87,23.59,241.03,0.01,202.59,0.14
43540-3-17,15.4,,34.86,23.58,237.99,0.02,199.98,0.15
43540-3-17,15.5,,34.84,23.56,236.75,0.02,197.4,0.16
43540-3-17,15.6,,34.82,23.54,236.97,0.03,194.94,0.16
43540-3-17,15.7,,34.79,23.52,237.01,0.03,192.65,0.16
43540-3-17,15.8,,34.77,23.49,236.93,0.04,190.51,0.16
43540-3-17,15.9,,34.75,23.48,236.63,0.03,188.51,0.15
43540-3-17,16.0,,34.73,23.47,236.37,0.02,186.7,0.15
43540-3-17,16.1,,34.71,23.46,236.17,0.02,185.13,0.15
43540-3-17,16.2,,34.69,23.45,236.2,0.02,183.86,0.14
43540-3-17,16.3,,34.69,23.44,236.68,0.01,182.97,0.14
43540-3-17,16.4,,34.69,23.44,237.58,0.0,182.51,0.12
43540-3-17,16.5,,34.68,23.45,238.53,0.01,182.47,0.11
43540-3-17,16.6,,34.68,23.45,239.8,0.0,182.67,0.09
43540-3-17,16.7,,34.67,23.45,246.07,0.01,182.94,0.07
43540-3-17,16.8,,34.67,23.45,248.78,0.01,183.21,0.06
43540-3-17,16.9,,34.66,23.45,246.98,0.0,183.46,0.04
43540-3-17,17.0,,34.66,23.45,247.84,0.0,183.71,0.03
43540-3-17,17.1,,34.66,23.44,253.24,0.0,183.97,0.02
43540-3-17,17.2,,34.65,23.44,259.29,0.0,184.22,0.01
43540-3-17,17.3,,34.65,23.44,252.41,0.0,184.42,0.01
43540-3-17,17.4,,34.65,23.44,116.8,0.0,184.59,0.01
43540-3-17,17.5,,34.65,23.44,86.19,0.0,184.72,0.06
43540-3-17,17.6,,34.65,23.44,81.84,0.0,184.81,0.24
43540-3-17,17.7,,34.65,23.44,79.65,0.0,184.88,0.49
43540-3-17,17.8,,34.65,23.44,77.26,0.0,184.93,0.74
43540-3-17,17.9,,34.66,23.44,74.88,0.0,185.13,0.95
43540-3-17,18.0,ball_snap,34.66,23.44,73.14,0.0,185.87,1.12
43540-3-17,18.1,,34.67,23.44,71.35,0.01,187.47,1.27
43540-3-17,18.2,,34.67,23.44,69.74,0.01,189.81,1.43
43540-3-17,18.3,,34.69,23.44,68.25,0.02,192.73,1.58
43540-3-17,18.4,,34.79,23.46,66.7,0.1,196.18,1.73
43540-3-17,18.5,,35.09,23.51,65.15,0.31,200.34,1.87
43540-3-17,18.6,,35.53,23.61,63.74,0.45,205.07,2.0
43540-3-17,18.7,,35.96,23.74,62.51,0.45,210.31,2.12
43540-3-17,18.8,,36.3,23.89,61.43,0.38,215.98,2.24
43540-3-17,18.9,,36.58,24.03,60.3,0.31,221.96,2.33
43540-3-17,19.0,,36.83,24.17,59.46,0.28,228.0,2.4
43540-3-17,19.1,,37.06,24.33,58.8,0.28,233.86,2.45
43540-3-17,19.2,,37.3,24.5,58.06,0.29,238.88,2.47
43540-3-17,19.3,,37.51,24.67,56.92,0.27,243.13,2.44
43540-3-17,19.4,,37.71,24.86,54.52,0.27,246.64,2.28
43540-3-17,19.5,,37.88,25.03,51.11,0.25,249.79,2.05
43540-3-17,19.6,,38.04,25.2,47.92,0.23,252.37,1.79
43540-3-17,19.7,,38.19,25.37,45.18,0.22,254.15,1.56
43540-3-17,19.8,,38.31,25.52,42.27,0.2,255.22,1.36
43540-3-17,19.9,,38.39,25.63,38.92,0.14,255.65,1.16
43540-3-17,20.0,,38.44,25.72,35.02,0.11,255.52,0.97
43540-3-17,20.1,,38.47,25.79,29.73,0.07,254.36,0.77
43540-3-17,20.2,,38.47,25.85,23.09,0.06,251.59,0.58
43540-3-17,20.3,,38.44,25.9,13.91,0.05,247.44,0.41
43540-3-17,20.4,,38.4,25.92,358.17,0.05,242.56,0.28
43540-3-17,20.5,,38.35,25.9,328.38,0.05,236.46,0.19
43540-3-17,20.6,,38.3,25.87,282.0,0.06,229.3,0.19
43540-3-17,20.7,,38.23,25.84,251.62,0.08,220.94,0.23
43540-3-17,20.8,,38.14,25.8,237.38,0.09,212.03,0.28
43540-3-17,20.9,,38.06,25.76,228.12,0.09,203.26,0.32
43540-3-17,21.0,,37.99,25.7,217.32,0.1,194.96,0.34
43540-3-17,21.1,pass_forward,37.92,25.64,207.51,0.1,187.45,0.35
43540-3-17,21.2,,37.89,25.58,197.35,0.07,180.79,0.36
43540-3-17,21.3,,37.87,25.53,186.89,0.05,175.28,0.36
43540-3-17,21.4,,37.87,25.48,176.98,0.05,171.53,0.36
43540-3-17,21.5,,37.89,25.43,166.45,0.05,169.42,0.36
43540-3-17,21.6,,37.92,25.39,153.69,0.05,168.48,0.35
43540-3-17,21.7,,37.96,25.36,142.58,0.05,168.9,0.37
43540-3-17,21.8,,38.02,25.34,134.73,0.06,170.38,0.38
43540-3-17,21.9,,38.09,25.31,126.98,0.08,172.59,0.4
43540-3-17,22.0,,38.18,25.29,119.57,0.08,174.8,0.4
43540-3-17,22.1,,38.25,25.28,114.39,0.08,176.74,0.38
43540-3-17,22.2,,38.32,25.27,111.81,0.07,178.58,0.33
43540-3-17,22.3,,38.39,25.26,111.93,0.07,180.24,0.27
43540-3-17,22.4,,38.45,25.25,116.96,0.07,181.78,0.18
43540-3-17,22.5,pass_arrived,38.5,25.28,153.94,0.06,182.99,0.1
43540-3-17,22.6,,38.54,25.28,227.02,0.04,183.73,0.14
43540-3-17,22.7,,38.55,25.28,245.43,0.01,183.68,0.28
43540-3-17,22.8,pass_outcome_incomplete,38.56,25.28,253.23,0.0,183.13,0.46
43540-3-17,22.9,,38.54,25.28,255.06,0.02,182.25,0.66
43540-3-17,23.0,,38.5,25.3,255.76,0.04,181.13,0.88
43540-3-17,23.1,,38.43,25.31,255.64,0.08,179.85,1.1
43540-3-17,23.2,,38.32,25.3,255.87,0.11,178.51,1.33
43540-3-17,23.3,,38.17,25.29,255.82,0.15,176.94,1.57
43540-3-17,23.4,,37.99,25.25,254.95,0.18,175.15,1.82
43540-3-17,23.5,,37.79,25.2,254.68,0.21,173.28,2.06
43540-3-17,23.6,,37.56,25.13,254.48,0.24,171.38,2.29
43540-3-17,23.7,,37.3,25.07,254.43,0.26,169.87,2.51
43540-3-17,23.8,,37.02,24.99,254.38,0.29,168.78,2.74
43540-3-17,23.9,,36.72,24.89,254.18,0.32,168.4,2.96
43540-3-17,24.0,,36.4,24.78,253.88,0.34,168.59,3.16
43540-3-17,24.1,,36.06,24.67,253.76,0.35,169.31,3.34
43540-3-17,24.2,,35.71,24.56,253.8,0.37,170.32,3.5
43540-3-17,24.3,,35.34,24.43,254.09,0.39,171.81,3.65
43540-3-17,24.4,,34.96,24.3,254.49,0.4,173.96,3.77
43540-3-17,24.5,,34.58,24.17,255.09,0.4,177.03,3.88
43540-3-17,24.6,,34.2,24.06,255.6,0.4,180.91,3.97
43540-3-17,24.7,,33.8,23.96,256.16,0.42,185.19,4.06
43540-3-17,24.8,,33.38,23.85,256.68,0.43,189.59,4.14
43540-3-17,24.9,,32.96,23.73,257.36,0.43,193.43,4.2
43540-3-17,25.0,,32.54,23.62,258.11,0.44,196.6,4.25
43540-3-17,25.1,,32.11,23.53,259.03,0.44,199.26,4.28
43540-3-17,25.2,,31.68,23.45,260.0,0.44,201.4,4.31
43540-3-17,25.3,,31.24,23.38,260.97,0.44,203.15,4.33
43540-3-17,25.4,,30.81,23.34,261.93,0.44,204.49,4.36
43540-3-17,25.5,,30.38,23.29,262.73,0.44,204.99,4.38
43540-3-17,25.6,,29.93,23.24,263.48,0.45,204.34,4.41
43540-3-17,25.7,,29.48,23.18,264.04,0.46,202.46,4.42
43540-3-17,25.8,,29.02,23.13,264.99,0.46,199.83,4.44
43540-3-17,25.9,,28.58,23.1,266.05,0.44,196.99,4.44
43540-3-17,26.0,,28.14,23.09,266.99,0.44,194.2,4.44
43540-3-17,26.1,,27.71,23.09,267.65,0.43,191.74,4.45
43540-3-17,26.2,,27.27,23.08,268.29,0.44,189.47,4.46
43540-3-17,26.3,,26.82,23.07,268.79,0.45,187.12,4.47
43540-3-17,26.4,,26.37,23.06,269.13,0.45,184.66,4.49
43540-3-17,26.5,,25.91,23.06,269.56,0.46,182.11,4.5
43540-3-17,26.6,,25.46,23.02,270.17,0.46,179.81,4.49
43540-3-17,26.7,,25.01,23.03,270.86,0.45,178.25,4.49
43540-3-17,26.8,,24.57,23.07,271.37,0.44,177.93,4.49
43540-3-17,26.9,,24.13,23.11,271.68,0.44,178.46,4.5
43540-3-17,27.0,,23.68,23.13,271.82,0.45,178.98,4.52
43540-3-17,27.1,,23.23,23.14,271.94,0.45,179.17,4.54
43540-3-17,27.2,,22.77,23.17,272.09,0.46,179.2,4.54
43540-3-17,27.3,,22.3,23.17,272.41,0.47,179.36,4.55
43540-3-17,27.4,,21.84,23.18,272.75,0.47,179.89,4.54
43540-3-17,27.5,,21.39,23.2,273.37,0.45,181.05,4.54
43540-3-17,27.6,,20.94,23.25,273.67,0.45,182.74,4.54
43540-3-17,27.7,,20.49,23.29,273.7,0.45,184.56,4.54
43540-3-17,27.8,,20.04,23.33,273.63,0.45,186.02,4.54
43540-3-17,27.9,,19.58,23.34,273.67,0.46,186.69,4.54
43540-3-17,28.0,,19.11,23.35,273.8,0.47,186.56,4.53
43540-3-17,28.1,,18.65,23.37,274.07,0.46,186.27,4.52
43540-3-17,28.2,,18.19,23.41,274.65,0.45,186.34,4.49
43540-3-17,28.3,,17.74,23.45,275.03,0.45,186.89,4.47
43540-3-17,28.4,,17.3,23.5,275.24,0.45,187.58,4.45
43540-3-17,28.5,,16.86,23.55,275.27,0.44,188.05,4.43
43540-3-17,28.6,,16.42,23.6,275.27,0.45,187.95,4.41
43540-3-17,28.7,,15.97,23.63,275.36,0.45,187.17,4.37
43540-3-17,28.8,,15.53,23.65,275.68,0.44,186.03,4.33
43540-3-17,28.9,,15.09,23.68,276.18,0.44,184.99,4.29
43540-3-17,29.0,,14.66,23.74,276.65,0.43,184.48,4.24
43540-3-17,29.1,,14.24,23.82,276.96,0.43,184.71,4.2
43540-3-17,29.2,,13.82,23.88,277.09,0.43,185.22,4.15
43540-3-17,29.3,,13.41,23.93,277.07,0.42,185.5,4.11
43540-3-17,29.4,,13.0,23.98,276.99,0.41,185.39,4.05
43540-3-17,29.5,,12.6,24.02,277.16,0.41,184.94,3.99
43540-3-17,29.6,,12.2,24.06,277.49,0.39,184.48,3.94
43540-3-17,29.7,,11.82,24.12,277.91,0.39,184.34,3.88
43540-3-17,29.8,,11.44,24.18,278.19,0.38,184.97,3.82
43540-3-17,29.9,,11.06,24.26,278.17,0.38,186.21,3.76
43540-3-17,30.0,,10.69,24.32,277.88,0.38,187.52,3.69
43540-3-17,30.1,,10.33,24.37,277.7,0.37,188.41,3.61
43540-3-17,30.2,,9.97,24.41,277.56,0.36,188.7,3.54
43540-3-17,30.3,,9.62,24.44,277.53,0.34,188.39,3.45
43540-3-17,30.4,,9.29,24.49,277.63,0.34,187.88,3.37
43540-3-17,30.5,,8.95,24.55,277.74,0.34,187.6,3.29
43540-3-17,30.6,,8.61,24.61,277.59,0.34,187.63,3.2
43540-3-17,30.7,,8.29,24.66,277.14,0.33,187.74,3.1
43540-3-17,30.8,,7.97,24.7,276.54,0.32,187.47,3.0
43540-3-17,30.9,,7.67,24.73,275.73,0.3,186.63,2.88
43540-3-17,31.0,,7.38,24.76,274.94,0.29,184.93,2.77
43540-3-17,31.1,,7.1,24.77,274.15,0.28,182.73,2.66
43540-3-17,31.2,,6.83,24.79,273.35,0.26,180.55,2.56
43540-3-17,31.3,,6.58,24.83,272.33,0.26,178.55,2.45
43540-3-17,31.4,,6.34,24.86,270.41,0.24,176.87,2.33
43540-3-17,31.5,,6.11,24.88,268.06,0.23,175.45,2.22
43540-3-17,31.6,,5.91,24.88,265.44,0.21,174.11,2.11
43540-3-17,31.7,,5.71,24.87,262.56,0.2,172.41,2.01
43540-3-17,31.8,,5.53,24.84,259.59,0.18,170.37,1.92
43540-3-17,31.9,,5.35,24.8,256.52,0.18,168.26,1.84
43540-3-17,32.0,,5.18,24.76,253.21,0.18,166.48,1.77
43540-3-17,32.1,,5.03,24.71,249.7,0.16,165.08,1.7
43540-3-17,32.2,,4.88,24.67,246.16,0.15,164.07,1.64
43540-3-17,32.3,,4.75,24.58,242.42,0.16,163.21,1.59
43540-3-17,32.4,,4.63,24.48,238.78,0.16,162.41,1.54
43540-3-17,32.5,,4.51,24.36,235.75,0.16,161.94,1.49
43540-3-17,32.6,,4.39,24.24,232.74,0.17,161.66,1.45
43540-3-17,32.7,,4.27,24.11,230.1,0.17,161.6,1.4
43540-3-17,32.8,,4.16,23.98,227.02,0.17,161.83,1.35
43540-3-17,32.9,,4.05,23.85,223.76,0.17,162.59,1.29
43540-3-17,33.0,,3.96,23.73,220.48,0.15,163.85,1.23
43540-3-17,33.1,,3.89,23.64,216.81,0.12,165.4,1.19
43540-3-17,33.2,,3.81,23.54,213.94,0.12,167.06,1.13
43540-3-17,33.3,,3.74,23.44,210.83,0.12,168.6,1.08
43540-3-17,33.4,,3.68,23.36,207.37,0.1,170.04,1.03
43540-3-17,33.5,,3.63,23.29,203.05,0.09,171.28,0.97
43540-3-17,33.6,,3.59,23.22,197.95,0.08,172.2,0.93
43540-3-17,33.7,,3.58,23.14,192.91,0.08,172.6,0.9
43540-3-17,33.8,,3.58,23.08,187.92,0.06,172.43,0.87
43540-3-17,33.9,,3.59,23.02,182.81,0.06,171.52,0.85
43540-3-17,34.0,,3.6,22.96,177.92,0.06,169.61,0.86
43540-3-17,34.1,,3.61,22.89,173.0,0.07,166.46,0.86
43540-3-17,34.2,,3.63,22.81,168.1,0.08,162.16,0.87
43540-3-17,34.3,,3.66,22.72,163.48,0.09,156.87,0.9
43540-3-17,34.4,,3.7,22.62,159.09,0.11,150.58,0.94
43540-3-17,34.5,,3.75,22.51,155.2,0.12,143.58,0.99
43540-3-17,34.6,,3.79,22.41,151.86,0.11,135.88,1.04
43540-3-17,34.7,,3.84,22.31,149.38,0.11,127.48,1.1
43540-3-17,34.8,,3.89,22.2,146.74,0.12,118.52,1.17
43540-3-17,34.9,,3.94,22.1,143.96,0.12,109.24,1.25
43540-3-17,35.0,,4.0,22.0,141.2,0.12,99.93,1.31
43540-3-17,35.1,,4.07,21.9,138.6,0.12,90.93,1.37
43540-3-17,35.2,,4.15,21.81,136.07,0.13,82.36,1.44
43540-3-17,35.3,,4.24,21.71,133.77,0.14,74.36,1.52
43540-3-17,35.4,,4.34,21.6,131.4,0.15,66.81,1.59
43540-3-17,35.5,,4.46,21.49,128.8,0.16,59.82,1.69
43540-3-17,35.6,,4.59,21.37,126.41,0.17,53.43,1.8
43540-3-17,35.7,,4.75,21.26,124.46,0.19,47.68,1.91
43540-3-17,35.8,,4.92,21.15,122.7,0.21,42.61,2.02
43540-3-17,35.9,,5.09,21.05,121.2,0.2,38.44,2.12
43540-3-17,36.0,,5.27,20.95,119.97,0.2,35.2,2.23
43540-3-17,36.1,,5.46,20.85,119.05,0.22,32.85,2.34
43540-3-17,36.2,,5.67,20.74,118.38,0.24,31.25,2.45
43540-3-17,36.3,,5.9,20.62,117.69,0.26,29.77,2.57
43540-3-17,36.4,,6.17,20.5,117.07,0.29,28.5,2.67
43540-3-17,36.5,,6.44,20.38,116.54,0.3,27.29,2.77
43540-3-17,36.6,,6.72,20.26,116.29,0.3,26.34,2.86
43540-3-17,36.7,,7.0,20.13,116.31,0.31,25.82,2.93
43540-3-17,36.8,,7.27,20.02,116.54,0.3,25.76,3.01
43540-3-17,36.9,,7.55,19.9,116.63,0.3,26.05,3.09
43540-3-17,37.0,,7.82,19.76,116.72,0.31,26.66,3.17
43540-3-17,37.1,,8.12,19.61,116.62,0.33,27.19,3.23
43540-3-17,37.2,,8.43,19.45,116.74,0.35,27.48,3.29
43540-3-17,37.3,,8.74,19.3,116.93,0.34,26.9,3.34
43540-3-17,37.4,,9.05,19.15,117.23,0.35,25.71,3.38
43540-3-17,37.5,,9.36,18.98,117.49,0.35,24.97,3.42
43540-3-17,37.6,,9.65,18.81,117.81,0.34,24.88,3.46
43540-3-17,37.7,,9.95,18.62,118.11,0.35,25.48,3.5
43540-3-17,37.8,,10.25,18.46,118.35,0.34,26.25,3.54
43540-3-17,37.9,,10.55,18.29,118.36,0.35,26.63,3.57
43540-3-17,38.0,,10.87,18.13,118.21,0.36,26.42,3.6
43540-3-17,38.1,,11.2,17.95,118.27,0.37,25.66,3.63
43540-3-17,38.2,,11.53,17.78,118.46,0.38,24.4,3.65
43540-3-17,38.3,,11.86,17.6,118.63,0.37,23.09,3.68
43540-3-17,38.4,,12.18,17.42,118.75,0.37,22.12,3.7
43540-3-17,38.5,,12.5,17.23,118.75,0.37,22.01,3.73
43540-3-17,38.6,,12.83,17.05,118.62,0.37,22.33,3.77
43540-3-17,38.7,,13.15,16.87,118.6,0.37,22.3,3.8
43540-3-17,38.8,,13.49,16.71,118.58,0.37,21.54,3.83
43540-3-17,38.9,,13.83,16.54,118.73,0.39,20.35,3.85
43540-3-17,39.0,,14.18,16.36,118.83,0.39,19.38,3.87
43540-3-17,39.1,,14.52,16.17,119.05,0.39,18.99,3.88
43540-3-17,39.2,,14.86,15.98,119.05,0.39,19.38,3.89
43540-3-17,39.3,,15.2,15.78,119.05,0.39,20.3,3.91
43540-3-17,39.4,,15.54,15.58,118.99,0.4,21.51,3.93
43540-3-17,39.5,,15.9,15.38,118.93,0.4,22.67,3.95
43540-3-17,39.6,,16.25,15.18,118.94,0.41,23.38,3.97
43540-3-17,39.7,,16.6,14.99,119.13,0.4,23.62,3.98
43540-3-17,39.8,penalty_flag,16.95,14.8,119.43,0.4,23.88,3.98
43540-3-17,39.9,,17.3,14.59,119.54,0.4,24.66,3.98
43540-3-17,40.0,,17.63,14.39,119.41,0.39,26.21,3.99
43540-3-17,40.1,,17.98,14.2,119.32,0.4,27.88,4.0
43540-3-17,40.2,,18.33,14.0,119.16,0.4,28.95,4.01
43540-3-17,40.3,,18.69,13.8,118.95,0.41,29.16,4.03
43540-3-17,40.4,,19.05,13.61,118.93,0.41,28.56,4.03
43540-3-17,40.5,,19.4,13.42,119.01,0.4,27.62,4.03
43540-3-17,40.6,,19.74,13.22,119.13,0.39,26.88,4.03
43540-3-17,40.7,,20.08,13.02,119.15,0.39,26.62,4.03
43540-3-17,40.8,,20.42,12.83,119.04,0.4,26.74,4.04
43540-3-17,40.9,,20.78,12.64,118.86,0.4,26.88,4.06
43540-3-17,41.0,,21.14,12.45,118.74,0.41,26.59,4.07
43540-3-17,41.1,,21.51,12.26,118.58,0.42,25.6,4.07
43540-3-17,41.2,,21.88,12.07,118.74,0.42,24.04,4.07
43540-3-17,41.3,,22.24,11.87,118.96,0.41,22.61,4.07
43540-3-17,41.4,,22.59,11.67,119.12,0.4,21.93,4.07
43540-3-17,41.5,,22.94,11.46,119.03,0.4,22.02,4.07
43540-3-17,41.6,,23.29,11.26,118.99,0.41,22.55,4.08
43540-3-17,41.7,,23.65,11.06,118.9,0.41,23.03,4.09
43540-3-17,41.8,,24.02,10.86,118.86,0.42,22.81,4.09
43540-3-17,41.9,,24.4,10.68,118.84,0.42,22.03,4.09
43540-3-17,42.0,,24.77,10.5,118.91,0.41,21.31,4.09
